 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
277,413003,4,0,631,2,252,5,117.06816101074219,48.413734436035156,39,0,12.857978820800781,39.10279083251953,4980.06005859375,19659.35546875,164809.53125,263528.96875,173502,3070,311159,88026.3203125,20604.3515625,161188,44771,45760,115137.421875,14247.826171875,36720,513,0,0,0,0,107,5,17718.095703125,641.3536987304688,1,52,6.669726848602295,28.016048431396484,82991.03125,0,0,0,0,0,0,0,0,0,9.820917129516602,117.06816864013672,12.857972145080566,107,0,0,0,0,0,0,4,631,0,2,270,243,2,20,448160.46875,0.003403023350983858,328433,498799,80930.5078125,518713.625,65967,80035
2730,4414828,1,0,32,66,30,2,19.834213256835938,1.5146211385726929,428,0,83.44579315185547,246.0257110595703,116013.4140625,4731.03173828125,3654711.5,2081991.875,3995936,160624,4221865,5777105.5,273492.8125,3852868,438869,611567,399966.15625,60341.73046875,524601,108,0,0,0,0,40,7,4860.2861328125,1942.8128662109375,1,504,138.38104248046875,242.43475341796875,1095412.875,0,0,0,0,0,0,0,0,0,196.4722900390625,19.834213256835938,83.44583129882812,40,0,0,0,0,0,0,1,32,0,66,822,14,0,22,13867.5791015625,0.011253598146140575,18745,13168,1055926.75,5882029.5,1782859,339962
5495,25360010,4,5,85,502,24,1,21.440519332885742,10.254907608032227,125,0,65.59937286376953,63.65913391113281,64428.2109375,3500.33984375,2748336.75,8386505.0,19193946,20234,24660520,7091562.0,4945274.0,18925064,78103,37659852,5461588.5,3414312.25,29998838,1509,0,0,0,0,114,157,3880.843994140625,7618.00146484375,0,133,87.20256042480469,87.09323120117188,190753.65625,0,0,0,0,0,0,0,0,1,98.8447265625,21.440513610839844,65.59935760498047,114,0,0,0,0,0,0,4,85,5,502,16707,171,2,31,75727.28125,0.021594015881419182,107189,40900,8221457.0,11994285.0,14452634,3405688
160,47858816,7,4,270,10834,275,0,38.138397216796875,93.51202392578125,5900,0,1620.96826171875,2526.380615234375,4192.416015625,3356.005615234375,5568768.5,12180849.0,33863772,49658,46539492,9114789.0,16367231.0,33423992,45194,12528026,5171419.0,5911499.0,10841662,548,0,0,0,0,223,134,4728.45361328125,168.56700134277344,0,5929,629.3888549804688,1684.897705078125,3837062.5,0,0,0,0,0,0,0,0,0,679.3082275390625,38.138397216796875,1620.96826171875,223,0,0,0,0,0,0,7,270,4,10834,4613,219,1,20,220925.109375,0.011714580468833447,259586,147305,25659308.0,7670496.5,31494328,18602638
5079,4454594,1,0,9,70,4,1,2.6978209018707275,0.6203599572181702,266,0,37.3137092590332,177.75364685058594,8471.947265625,41010.890625,1087780.0,2706520.25,4851290,5431,4041052,3918487.75,176687.796875,4530223,444383,3378088,4610809.5,91885.1171875,3660144,16148,0,0,0,0,32,7,47148.45703125,826.3683471679688,0,291,26.714452743530273,120.15228271484375,522490.375,0,0,0,0,0,0,0,0,0,36.31239318847656,2.6978209018707275,37.3137092590332,32,0,0,0,0,0,0,1,9,0,70,315,228,0,28,237419.171875,0.010570737533271313,216883,215272,2751717.0,578572.0625,3480737,3023027
27,3815209,7,2,221,4097,43,0,10.207113265991211,4.083876132965088,487,0,456.20074462890625,316.00762939453125,203102.90625,801585.0625,245604.390625,550221.0625,2086924,29321,3106986,309121.84375,247475.796875,1985359,26054,1002135,146358.5625,115529.1640625,630089,222,0,0,0,0,244,55,774481.4375,2361.823486328125,0,520,215.6252899169922,275.31671142578125,521462.84375,0,0,0,0,0,0,0,0,0,242.26963806152344,10.207113265991211,456.2007141113281,244,0,0,0,0,0,0,7,221,2,4097,960,186,1,31,1323211.0,0.012712140567600727,1316751,1198658,1336761.75,754819.6875,1341342,1374467
1758,44047112,1,1,58,1034,12,0,6.0465407371521,4.325103759765625,6581,0,424.3384094238281,2627.729248046875,8493.314453125,1899463.5,8791804.0,7771888.0,44347972,185363,41897556,22652232.0,1108031.625,42973540,847234,75392736,20857230.0,9452641.0,75237120,16729,0,0,0,0,53,35,1867716.125,7313.044921875,0,6637,182.57675170898438,1407.3843994140625,8206885.0,0,0,0,0,0,0,0,0,0,222.24205017089844,6.04653787612915,424.3385009765625,53,0,0,0,0,0,0,1,58,1,1034,722,155,0,27,21100.05078125,0.09259693324565887,29240,13917,16578689.0,37572700.0,42130284,6262406
135,49076248,1,0,66,8,101,1,65.35285949707031,19.125442504882812,26,4,12.511214256286621,25.86972427368164,17842.609375,1085.97265625,9392215.0,22560076.0,44042560,259,48657840,15267737.0,527836.375,44026412,135889,431165,1790839.625,13030.4248046875,392288,626,0,0,0,0,47,4,1036.321044921875,1406.10888671875,0,34,8.3154935836792,24.3515682220459,64752.046875,0,0,0,0,0,0,0,0,0,12.426615715026855,65.35285949707031,12.511207580566406,47,0,0,0,0,0,0,1,66,0,8,1703,223,0,23,9927.4345703125,0.0019057801691815257,10965,5288,12968481.0,3856222.25,23830656,5388038
762,7819950,8,1,1181,1432,457,0,89.72303771972656,152.91073608398438,6026,0,1439.1732177734375,3237.948486328125,778710.75,1949420.875,851910.4375,4038631.75,4318813,2830,6266719,706653.875,1314707.875,4129810,6640,2495735,4136947.0,2712989.75,2334924,2337,0,0,0,0,255,59,1908586.5,22788.365234375,0,6385,304.54791259765625,1752.0693359375,6158517.5,0,0,0,0,0,0,0,0,0,361.55352783203125,89.72303771972656,1439.1729736328125,255,0,0,0,0,0,0,8,1181,1,1432,23254,244,3,23,2422818.75,0.11767013370990753,2262884,2956545,3088346.0,10805758.0,3226166,3006785
426,1409725,1,0,8,41,3,1,2.160688877105713,1.523967981338501,92,0,80.8973388671875,94.49617767333984,14259.2978515625,12381.2412109375,1066937.125,1322540.0,1072663,3960,1246192,1503452.625,609925.9375,989171,17467,404671,819515.25,148609.671875,463842,856,0,0,0,0,48,8,9523.6025390625,3983.40283203125,0,97,33.75143051147461,78.50060272216797,242036.828125,0,0,0,0,0,0,0,0,0,41.64631271362305,2.1606898307800293,80.89732360839844,48,0,0,0,0,0,0,1,8,0,41,12789,237,0,23,22712.583984375,0.004333846736699343,25085,26605,390973.90625,4615684.0,626560,134470
11463,21017,1,1,18,3,1,2,1.7711236476898193,0.021114952862262726,20,0,5.904097557067871,10.631623268127441,910747.0625,327644.34375,12208.1328125,6028.84326171875,20729,13785,17825,78600.5078125,2610.835205078125,19512,7873,10847,2073.9580078125,850.21337890625,10302,25,0,0,0,0,28,27,102945.6328125,88348.8515625,0,25,40.64153289794922,20.816431045532227,52118.22265625,0,0,0,0,0,0,0,0,1,59.99490737915039,1.7711236476898193,5.904097557067871,28,0,0,0,0,0,0,1,18,1,3,3010,246,0,31,2808.824951171875,0.006380604580044746,2549,12053,9861.390625,454594.1875,10307,4453
1080,597836,5,5,72,561,2,2,2.635927200317383,0.9352554082870483,298,0,111.34555053710938,160.3556365966797,20325.109375,30176.748046875,60273.8984375,103239.3203125,279959,8304,456765,131776.53125,54909.9609375,252996,88099,1714647,588298.4375,101211.1484375,890426,16788,0,0,0,0,152,137,33390.83203125,2264.47119140625,0,312,58.11552429199219,137.3872528076172,424609.78125,0,0,0,0,0,0,0,0,1,64.4431381225586,2.635927200317383,111.34555053710938,152,0,0,0,0,0,0,5,72,5,561,1585,228,3,24,162600.171875,0.0162594523280859,194796,54817,314453.78125,357312.5,249232,348025
244,65478872,6,0,768,88,72,4,83.0780029296875,7.173615455627441,984,0,139.3255615234375,466.07537841796875,39184.8515625,93248.796875,9187891.0,8004293.0,53908696,904716,66604096,14630181.0,3869215.0,54056332,919524,75231000,15403767.0,10768079.0,63054548,8439,0,0,0,0,190,13,101938.96875,3699.421875,3,1105,87.94013977050781,297.6177978515625,1333157.875,0,0,0,0,0,0,0,0,0,115.34111785888672,83.0780029296875,139.3255615234375,190,0,0,0,0,0,0,6,768,0,88,2713,0,4,30,1066389.625,0.08030791580677032,1477526,254366,50607000.0,4898868.0,51785424,53252868
561,53302,1,0,20,2,4,2,7.91105842590332,0.3332871198654175,4,4,5.594748497009277,3.7476189136505127,921230.0625,118265.484375,55889.7578125,13096.1015625,48112,142973,42783,83707.640625,3882.27685546875,45489,135923,409,183.03524780273438,65.55601501464844,306,4,0,0,0,0,38,10,35867.3203125,83029.3671875,1,5,12.747465133666992,6.354520797729492,12454.265625,0,0,0,0,0,0,0,0,0,19.002931594848633,7.911062717437744,5.594743251800537,38,0,0,0,0,0,0,1,20,0,2,10935,126,0,27,6869.35791015625,0.0026138867251574993,6695,16729,49727.41015625,35804.875,28661,58400
620,6733094,6,3,140,379,11,0,11.808127403259277,2.4116058349609375,937,0,153.4897003173828,427.5651550292969,7906.755859375,1322.139404296875,1047659.8125,582450.375,2192163,91901,5698829,1341858.875,259627.4375,2044677,230986,1567517,1027640.3125,118414.1015625,739846,5014,0,0,0,0,175,76,1544.6053466796875,1267.20751953125,0,1066,96.75729370117188,315.7084655761719,960847.0625,0,0,0,0,0,0,0,0,0,114.340087890625,11.808127403259277,153.4897003173828,175,0,0,0,0,0,0,6,140,3,379,7264,184,4,26,139737.3125,0.008169169537723064,198262,29258,729996.375,6574647.5,1492891,225303
46,937845,2,3,210,168,299,0,77.36363983154297,70.94720458984375,157,0,101.8269271850586,100.78729248046875,504771.75,152512.53125,451637.125,428324.71875,722368,29204,676672,1149509.5,130188.8203125,666400,89528,5857163,1328894.625,422285.40625,3977824,277,0,0,0,0,71,111,129351.34375,3336.53515625,0,177,235.67063903808594,150.60511779785156,283898.9375,0,0,0,0,0,0,0,0,0,293.2144775390625,77.3636245727539,101.8269271850586,71,0,0,0,0,0,0,2,210,3,168,27369,135,0,31,6561.5439453125,0.01309153065085411,8065,7870,746201.5625,125386.3671875,467905,897091
1976,75774168,5,0,83,6,7,0,6.495340824127197,2.275264024734497,25,0,3.7184090614318848,16.03453254699707,78606.71875,23275.3671875,4212913.0,12517872.0,61916536,1654,76826360,5749874.5,10858388.0,61973940,3218,559099,277696.84375,202962.046875,333426,1079,0,0,0,0,173,4,18935.1640625,1053.2552490234375,0,28,2.643483877182007,12.97708511352539,45951.51171875,0,0,0,0,0,0,0,0,0,3.2641587257385254,6.495341777801514,3.718407154083252,173,0,0,0,0,0,0,5,83,0,6,190,2,1,20,17833.630859375,0.002717569936066866,31878,3051,14368997.0,42914480.0,59909604,2029680
195,912202,1,1,686,551,274,3,105.58991241455078,27.79218292236328,276,2,436.5767822265625,211.8563232421875,941753.75,923442.0625,629945.25,146521.515625,685223,264869,736737,1433026.375,56833.375,634143,174819,3160335,432500.09375,350276.4375,2426018,122,0,0,0,0,44,52,375204.90625,89083.875,1,335,775.6493530273438,328.9705505371094,609751.8125,0,0,0,0,0,0,0,0,1,951.2691040039062,105.58991241455078,436.5767822265625,44,0,0,0,0,0,0,1,686,1,551,2053,137,0,25,25152.45703125,0.03783239424228668,31290,25005,546618.4375,692626.3125,492181,494396
1355,31215,1,0,9,0,1,5,0.9721598029136658,0.08186827600002289,6,0,0.5519173741340637,3.7922630310058594,863.4437255859375,40050.5390625,24183.859375,16613.4375,36138,717,27114,60459.70703125,4508.97705078125,34286,1087,23518,21093.30859375,6104.56396484375,33070,102,0,0,0,0,32,4,24770.84765625,1789.6094970703125,0,7,0.7667937278747559,3.5624287128448486,20384.810546875,0,0,0,0,0,0,0,0,0,1.1588655710220337,0.972160279750824,0.5519168972969055,32,0,0,0,0,0,0,1,9,0,0,607,246,0,31,1018.7349243164062,0.0005834658513776958,703,6094,20403.611328125,49948.9609375,15631,18301
31,9284893,3,0,20,92,18,0,3.8278026580810547,2.175382614135742,51,0,44.036346435546875,47.475730895996094,649031.25,7883.93310546875,2866606.0,4243236.5,8836708,1442,8884760,3056270.25,1711086.25,8677790,4030,12750,19103.46875,5347.06298828125,12581,12,0,0,0,0,86,3,5078.025390625,1655.3310546875,0,59,18.979597091674805,41.913108825683594,99226.8125,0,0,0,0,0,0,0,0,0,23.956785202026367,3.8278026580810547,44.036346435546875,86,0,0,0,0,0,0,3,20,0,92,292,142,0,20,2328.93798828125,0.0011587804183363914,3032,2479,3538219.5,2152987.75,5279164,1216222
139,3217515,2,0,123,1673,42,2,17.56951332092285,3.1125214099884033,3822,0,1110.2750244140625,1882.9625244140625,1102235.5,470170.5625,1615718.25,829686.0,3184484,58990,2918026,3209580.5,654659.3125,3051671,48159,45114,40999.37109375,16012.1787109375,35380,775,0,0,0,0,62,12,314191.40625,34029.0234375,0,4102,705.9771118164062,1327.7091064453125,5004965.5,0,0,0,0,0,0,0,0,0,849.6027221679688,17.56951332092285,1110.2752685546875,62,0,0,0,0,0,0,2,123,0,1673,1738,39,0,27,15730.595703125,0.025310246273875237,22266,15082,2546094.5,1332710.375,2736673,1679619
138,55816016,1,0,91,2,23,1,16.565420150756836,1.8799158334732056,47,0,28.19430160522461,47.5895881652832,21507.763671875,1775161.875,9846028.0,17480922.0,49930764,72946,56039760,22373224.0,2397233.5,49762848,590512,10530978,4239020.0,464772.1875,12319089,2413,0,0,0,0,61,10,1691790.625,15058.0205078125,0,57,41.15826416015625,55.7707405090332,215404.90625,0,0,0,0,0,0,0,0,0,58.21128845214844,16.5654239654541,28.19430160522461,61,0,0,0,0,0,0,1,91,0,2,442,237,0,33,205198.515625,0.03318250924348831,218661,262291,5773234.5,49884940.0,27570562,1016434
316,8142660,2,0,43,0,107,5,7.975394248962402,21.509105682373047,26,0,3.84162974357605,17.251216888427734,4535.646484375,205979.796875,1896923.125,8883959.0,8648935,266,7612514,1991607.5,4413269.5,8725923,1438,368131,643346.6875,305997.9375,549472,147,0,0,0,0,64,8,139846.125,1513.2529296875,5,30,1.0630148649215698,10.796601295471191,31536.4375,0,0,0,0,0,0,0,0,0,1.404536485671997,7.975394248962402,3.84162974357605,64,0,0,0,0,0,0,2,43,0,0,1810,245,1,20,20340.45703125,0.004407660104334354,14838,103150,5512407.0,2098638.25,6445617,5468709
257,105633864,7,1,494,12,153,5,51.18598556518555,24.5671443939209,28,0,9.864938735961914,25.85848045349121,102633.0390625,132512.890625,11945460.0,32070596.0,100628328,3029,105644768,25348618.0,41661736.0,100637752,58736,99491952,23071206.0,33200418.0,97307520,11905,0,0,0,0,219,42,106134.8828125,8661.96875,3,35,6.399201393127441,22.87038230895996,61902.328125,0,0,0,0,0,0,0,0,0,8.3170747756958,51.18598175048828,9.864938735961914,219,0,0,0,0,0,0,7,494,1,12,1680,27,5,20,94000.34375,0.02346900664269924,167980,11259,97754208.0,47610588.0,100620456,88511184
2132,32038056,1,0,16,8,119,2,44.61978530883789,20.329648971557617,20,2,2.219154119491577,8.156739234924316,252573.359375,4500.4208984375,11197707.0,15568330.0,55608484,3382,31755074,29278180.0,55344.9921875,56141708,603288,18023,53564.38671875,108.12545776367188,27413,44,0,0,0,0,27,25,3029.4677734375,1993.1810302734375,0,26,8.074502944946289,11.989806175231934,35645.94921875,0,0,0,0,0,0,0,0,0,12.805856704711914,44.61978530883789,2.219154119491577,27,0,0,0,0,0,0,1,16,0,8,1737,237,0,23,316.2886047363281,0.001774642150849104,271,1160,46417060.0,35689.6484375,34369572,58900936
4635,2061880,1,0,9,61,15,1,12.29502010345459,1.6407959461212158,444,5,33.19061279296875,178.16090393066406,720225.375,702.8290405273438,2576954.75,687415.75,2873947,4598,2008869,9085078.0,13028.8125,2828685,336088,6085,48446.41015625,291.8957824707031,6315,4163,0,0,0,0,27,6,501.76800537109375,8163.03564453125,0,515,33.14554977416992,113.37422180175781,374162.3125,0,0,0,0,0,0,0,0,1,49.02647018432617,12.29502010345459,33.19062805175781,27,0,0,0,0,0,0,1,9,0,61,1100,51,0,26,2159.867919921875,0.002230275422334671,2395,1651,4529227.5,32080.810546875,2384151,6296430
8930,8060,1,1,1,0,0,1,0.1662985235452652,0.016677914187312126,3,0,0.07817105203866959,1.2641022205352783,5181.99755859375,7067.73828125,3894.448486328125,4513.142578125,9043,335,6247,14574.96484375,867.202392578125,8527,1611,11425,2202.691650390625,937.083740234375,10447,48,0,0,0,0,28,28,4643.6201171875,2289.69873046875,0,4,0.17554107308387756,1.397977352142334,7632.42431640625,0,0,0,0,0,0,0,0,0,0.2632790505886078,0.16629846394062042,0.07817105203866959,28,0,0,0,0,0,0,1,1,1,0,112,246,0,22,148.41073608398438,0.0003955882275477052,110,1119,8154.4326171875,2774.853515625,3693,9119
46304,102704528,2,0,392,36,196,1,139.8734893798828,113.61631774902344,1252,5,46.768890380859375,647.0594482421875,1387.3375244140625,22118.0703125,12206637.0,31553720.0,98897688,10470,102712296,25383198.0,8892906.0,98883704,904874,23501074,17562764.0,1841086.75,26376914,14860,0,0,0,0,68,5,24923.048828125,652.5963745117188,0,1554,14.216301918029785,268.16839599609375,1247467.375,0,0,0,0,0,0,0,0,0,20.39906120300293,139.8734893798828,46.768890380859375,68,0,0,0,0,0,0,2,392,0,36,11658,150,0,27,2239008.75,0.02389339916408062,2142051,1653239,97757136.0,1083603.0,97994944,99070632
10721,277458,1,3,16,3,2,5,1.522181510925293,0.15721674263477325,16,0,1.964808464050293,6.732831001281738,442801.4375,30895.576171875,74683.03125,105200.6796875,389106,5809,241522,533668.125,16501.27734375,373202,41578,751412,113695.21875,10000.703125,776560,4566,0,0,0,0,34,101,20963.384765625,17110.19140625,0,19,6.783143520355225,9.835602760314941,37899.453125,0,0,0,0,0,0,0,0,1,9.22608757019043,1.522181510925293,1.9648077487945557,34,0,0,0,0,0,0,1,16,3,3,1959,246,0,32,4201.076171875,0.007889270782470703,3704,17452,517203.375,21449.01953125,226984,1013473
143,26777948,6,0,53,62,30,0,5.332847595214844,7.29119348526001,93,0,25.47052764892578,57.677398681640625,12489.4853515625,6960.47802734375,5636034.0,4621004.0,13304304,547718,25415974,5088609.5,4441312.5,13198946,535747,87840,72775.1953125,31407.07421875,56573,198,0,0,0,0,260,11,7419.85546875,910.7149658203125,0,98,8.753201484680176,38.76860046386719,131065.5546875,0,0,0,0,0,0,0,0,0,10.333717346191406,5.33284854888916,25.47052764892578,260,0,0,0,0,0,0,6,53,0,62,26302,0,0,37,398154.15625,0.006088434252887964,517331,294410,10310918.0,1769533.25,13242509,6316574
11475,5869878,2,0,22,63,6,2,5.867885589599609,2.309692144393921,115,0,18.11948585510254,52.54179000854492,37985.8046875,53485.6953125,778719.5625,2206110.75,6017504,7005,5552498,3362987.5,4168171.75,5826371,5274,3295193,369027.8125,1449901.75,3242458,174,0,0,0,0,55,15,44414.2734375,1352.5552978515625,0,119,33.34331512451172,58.48490524291992,196874.796875,0,0,0,0,0,0,0,0,0,39.92158889770508,5.867885589599609,18.11948585510254,55,0,0,0,0,0,0,2,22,0,63,333,102,0,20,2276.34912109375,0.006219314411282539,3210,3020,1278723.875,26239986.0,4592417,255460
