Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
2114,37048984.0,0,8,0.0,42323.035,249.89825,0.0,70.653465,137.29314,576.0975,5.411762,321.39066,182.23026,12133118.0,0.0,2388894.8,10970087.0,36313696.0,0.0,37245300.0,5187269.5,12238489.0,36249284.0,125391.02,0.0,0.0,471314.3,0.0,440573.06,0,0,0,0,0,0,18966.32,0.0,0.0,745.0189,148.04382,220.24953,0.0,0,0,0,0,0,0,0,0,0.30945304,196.69487,26.572054,362.68228,462.78738,0.0,0.0015530721,0.0018229567,0.0,0.00036236065,4.8419693e-05,22.232103,0.0,0.0,18039.232,4497.839,122.10873,0.0,26.415157,0.0,0.0,171835.64,8014.583,35976988.0,225733.06,40669804.0,37964276.0
1572,23055876.0,0,0,0.0,23638.723,164.90752,0.0,46.22783,103.44188,1677.9801,7.508514,433.37238,646.2695,0.0,44351.832,2188493.5,6581025.0,22059116.0,0.0,20060454.0,4027826.0,9770712.0,22919696.0,88887.52,26127480.0,2991135.8,10883915.0,27282522.0,0.0,0,0,0,0,0,0,49838.25,5943.1074,1.0447115,1673.7786,249.66882,538.7302,274878.03,0,0,0,0,0,0,0,0,0.6875176,254.38853,5.3095765,495.6209,99.567024,0.0013400661,0.0,0.0,0.0014044798,0.0024668518,0.0020939119,31.756224,0.0,0.0,45535.86,5057.2036,477.1228,0.0,22.41642,0.0,0.0,64881.7,0.0,22964134.0,0.0,23079324.0,24762738.0
1204,37778844.0,0,0,0.0,18286.39,228.97289,0.0,47.812733,110.73753,1960.1896,4.5064163,664.11444,803.0334,0.0,30518.898,3649421.5,10082743.0,37795590.0,0.0,36475116.0,7876347.0,16572392.0,39938780.0,465322.9,35742656.0,4115562.2,15160839.0,38573332.0,0.0,0,0,0,0,0,17,52172.676,2453.808,0.8015254,1820.282,416.21182,722.04156,528612.9,1,0,0,0,0,0,0,0,0.8255235,435.06763,14.366445,697.7627,196.22165,0.000951725,0.0,0.0,0.002828156,0.0025906407,0.0020479711,44.074223,0.0,0.0,50716.473,3781.7537,394.28787,0.58698535,21.68456,0.0,0.0,28641.398,0.0,38855260.0,0.0,36071524.0,41306250.0
10156,2694831.8,0,0,0.0,62180.77,46.106205,0.0,23.323938,54.83074,0.0,6.4607277,0.0,3.0677376,5707431.5,60926.87,234999.78,155504.27,3265713.2,0.0,223010.45,0.0,693988.0,2789292.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,40833.234,15298.716,2.3307977,38.208252,1.9868312,0.0,0.0,0,0,0,0,0,0,0,0,0.6842302,0.0,0.0,91.90654,369.5245,0.002652282,0.0,0.0,0.0013895158,0.0033348536,0.0037904796,22.793236,0.0,0.0,51797.9,6384.1533,129.52675,0.0,25.321854,0.0,79247.75,121980.445,0.0,2466069.2,0.0,4357977.0,3415352.5
14177,2120371.0,0,0,0.0,64548.54,8.621912,0.0,17.002562,37.8955,0.0,6.959309,0.0,43.74465,5281256.5,67118.836,153943.69,0.0,3268198.5,0.0,631497.75,0.0,527435.4,3109852.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,42921.453,15386.787,2.200087,0.0,6.6639614,0.0,0.0,0,0,0,0,0,0,0,0,0.6602439,0.0,0.0,98.70533,398.7665,0.0020516727,0.0,0.0,0.001575068,0.003897161,0.0035396668,20.383823,0.0,0.0,55854.883,6045.2295,109.88603,0.0,26.567753,0.0,77677.695,157135.14,0.0,2430567.0,0.0,4665654.5,4107587.8
2075,37907810.0,0,4,0.0,39083.473,248.34203,0.0,68.760796,137.05829,352.3523,5.710743,247.18622,76.61883,12718485.0,0.0,2433165.5,11135518.0,37353228.0,0.0,37893580.0,5164044.0,12462884.0,37183676.0,91383.41,0.0,0.0,406824.7,0.0,447817.97,0,0,0,0,0,0,19679.32,1495.104,0.0,526.2386,94.682724,125.37361,0.0,0,0,0,0,0,0,0,0,0.27465695,134.85027,28.939648,277.83142,478.83875,0.0,0.0015590873,0.0015969011,0.0,0.00052680954,6.8505295e-05,22.299696,0.0,0.0,16833.102,4466.7935,136.12854,0.0,26.560247,0.0,0.0,149834.38,17.775875,36864876.0,148117.72,41533516.0,38767496.0
1358,39620210.0,0,0,0.0,52041.156,248.07422,0.0,62.69343,104.17669,1707.4093,2.1874804,602.991,750.0235,0.0,32198.525,3477177.5,9713495.0,38807576.0,0.0,39614828.0,6377945.0,14630385.0,41586900.0,278354.5,15582762.0,50549.72,8610189.0,22751608.0,0.0,0,0,0,0,186,0,27628.79,0.0,0.92383206,1545.9116,412.12613,677.48804,430818.9,0,0,0,0,0,0,0,0,0.71999234,444.21964,10.14869,674.9301,225.87256,0.0,0.0012468387,0.00019410718,0.0051409425,0.0019282555,0.0012828971,34.503864,0.0,0.0,89861.82,2825.255,305.19257,0.6608875,21.743334,0.0,0.0,0.0,0.0,29547166.0,12920223.0,34767556.0,21284464.0
1280,36064676.0,0,0,0.0,20300.893,210.32532,0.0,43.38453,111.57116,2086.8086,4.9059577,616.87994,846.74854,0.0,34498.6,3303961.8,9377283.0,34822410.0,0.0,34575040.0,6767047.0,14820316.0,36535892.0,364140.94,35186776.0,4115658.0,14398339.0,36711290.0,0.0,0,0,0,0,0,0,51744.477,3330.6438,0.89285153,1973.0323,364.47296,721.56854,659632.06,0,0,0,0,0,0,0,0,0.7414389,377.78494,9.59623,660.48285,160.41182,0.0013135393,0.0,0.0,0.0019328519,0.0027680118,0.0021497183,40.979847,0.0,0.0,51295.215,4263.016,460.1131,0.0,21.982597,0.0,0.0,58102.316,0.0,34695096.0,0.0,33746628.0,36704720.0
1276,30316574.0,0,0,419.4911,35775.22,234.64551,0.0,49.9655,108.938866,1406.0416,2.8335652,546.41766,582.3043,0.0,27367.4,3281327.5,7782966.0,32114048.0,186461.34,28334814.0,6248246.0,13545343.0,32980518.0,459372.38,23509114.0,2093608.8,11024870.0,28487858.0,0.0,0,0,0,0,0,0,37956.016,1212.8455,1.5768663,1365.0326,385.5143,567.02484,0.0,0,0,0,0,0,0,0,0,0.8390614,396.38593,18.624002,592.6623,260.0975,0.0011224735,0.0003554978,0.0,0.003374838,0.0023276005,0.0016878506,44.367046,0.0,0.0,54338.23,3515.0369,295.18262,0.0,21.904875,0.0,0.0,50706.03,0.0,31712586.0,0.0,28829302.0,32459840.0
6372,1472590.4,0,7,0.0,70705.23,136.62738,0.0,53.192352,82.37466,523.4155,6.2916493,185.5264,323.63223,2896924.0,43574.535,137072.22,0.0,968150.06,0.0,0.0,0.0,0.0,293841.84,41412.258,0.0,0.0,161767.25,0.0,0.0,0,0,0,0,0,0,30540.07,5641.887,1.5210342,837.68854,219.74855,342.0968,0.0,0,0,0,0,0,0,0,0,0.81792486,248.95648,0.0,326.4141,348.00757,0.0026215862,0.0,0.0,0.00020428136,0.0009881419,0.0045799767,25.556461,0.0,0.0,60491.605,6758.5005,198.85135,1.2811459,23.407562,0.0,60705.53,78085.09,0.0,1242023.2,0.0,1284791.9,3049165.2
1206,32274750.0,0,0,749.19604,43207.734,246.73822,0.0,51.009315,109.70912,1482.932,1.9625603,578.01636,623.5856,0.0,24565.914,3472834.0,7880397.5,34569890.0,260273.55,30501928.0,6451201.0,13939176.0,35304430.0,493131.6,22717042.0,1735506.1,10839321.0,28194778.0,0.0,0,0,0,0,0,0,30595.35,83.637886,1.9487431,1444.5747,414.53354,599.75195,4024.124,0,0,0,0,0,0,0,0,0.8411726,426.2992,20.429754,636.1176,345.56912,0.0010047056,0.0006009327,0.0,0.0036110932,0.0022098275,0.0014539816,46.41303,0.0,0.0,57740.598,3076.0498,268.03915,0.0,21.847677,0.0,10026.656,63087.914,0.0,33722300.0,0.0,30912380.0,33565004.0
8585,2816179.2,0,0,0.0,62485.1,55.911148,0.0,24.017818,61.36209,0.0,6.34246,0.0,0.0,5737363.0,56329.37,334907.78,286650.4,3125098.5,0.0,0.0,0.0,707631.3,2574852.8,0.0,0.0,0.0,41942.973,0.0,0.0,0,0,0,0,0,0,39247.805,13671.225,2.3505569,60.522556,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.70256203,0.0,0.0,77.262146,315.6911,0.0028516373,0.0,0.0,0.0010188975,0.0028554748,0.0036628281,22.701488,0.0,0.0,48235.984,6075.2363,116.92183,0.0,24.555046,0.0,72977.79,108486.6,0.0,2458789.8,0.0,4253926.5,2813801.8
9710,2956550.8,0,0,0.0,56859.562,53.710976,0.0,30.29906,55.889996,0.0,6.046657,2.3028226,52.331375,5977338.0,64460.547,31579.432,126111.055,3715432.8,0.0,1054492.9,0.0,866919.2,3001272.0,0.0,0.0,901.86487,0.0,0.0,0.0,0,0,0,0,0,0,39760.785,17575.076,2.4261308,44.44072,4.044465,0.0,0.0,0,0,0,1,0,0,0,0,0.66021264,0.0,4.0914965,111.51188,481.73068,0.0025164788,0.00054720213,0.0,0.002206085,0.003911527,0.0044153053,24.540524,0.0,0.0,57528.566,7227.2534,212.17133,0.0,25.861118,0.0,95251.49,125224.68,0.0,2488008.2,0.0,4374828.5,4387596.5
1654,0.0,0,0,0.0,34223.773,70.888855,0.0,53.89912,88.28076,0.0,2.0075064,0.0,0.0,12238625.0,139606.64,326040.4,1989084.5,0.0,0.0,0.0,938673.0,831152.7,0.0,37910.613,0.0,0.0,678623.75,1048351.0,145263.39,0,0,0,0,0,0,150829.31,5423.874,1.6296991,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.4219759,0.0,13.177833,0.0,356.25327,0.0027793755,0.0,0.0003350603,0.0,0.0007840157,0.0010261593,35.000053,0.0,0.0,15857.448,4608.55,339.1512,0.0,25.57377,0.0,0.0,155174.86,0.0,0.0,0.0,282587.2,0.0
1273,31950752.0,0,0,0.0,21843.447,223.07928,0.0,48.371925,107.93527,1516.1721,4.453875,569.76215,616.52844,0.0,31598.0,3240113.0,8770516.0,32923326.0,57744.684,30493452.0,7058998.5,14839818.0,34882290.0,454355.5,29090574.0,3258352.8,13124520.0,33227062.0,0.0,0,0,0,0,0,17,50213.824,2862.2317,0.9974863,1425.492,378.65256,596.21655,137825.02,0,0,0,0,0,0,0,0,0.84996104,397.071,14.61636,608.71295,169.49066,0.0009555434,0.00026876538,0.0,0.0028746598,0.002342254,0.0020257747,42.939415,0.0,0.0,47614.375,3935.7302,339.4972,0.07715559,21.667818,0.0,0.0,29468.604,0.0,34330376.0,0.0,30893772.0,36723084.0
1647,0.0,0,0,0.0,33143.42,71.69973,0.0,53.24162,88.26103,0.0,1.9116403,0.0,0.0,12108963.0,191380.84,322613.34,1891579.0,0.0,0.0,0.0,937487.3,676121.0,0.0,15344.682,0.0,0.0,672157.44,1029434.6,133829.72,0,0,0,0,0,0,201190.06,5940.28,1.53953,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.42359135,0.0,13.716546,0.0,367.12845,0.0027326134,0.0,0.00015198486,0.0,0.00073459826,0.00094659015,34.920643,0.0,0.0,16091.691,4631.5557,341.5616,0.0,26.382133,0.0,0.0,154768.17,0.0,0.0,0.0,144686.11,0.0
1615,0.0,0,0,0.0,29449.771,69.29917,0.0,50.981678,88.60416,0.0,1.3304237,0.0,0.0,12147682.0,431684.72,289505.4,1399389.5,0.0,0.0,0.0,969597.0,0.0,0.0,0.0,0.0,0.0,699496.0,1106892.6,33935.14,0,0,0,0,0,0,435144.66,8959.485,0.8413171,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.44016457,0.0,14.744428,0.0,405.12555,0.002648255,0.0,0.0,0.0,0.00043950844,0.0005504585,33.74839,0.0,0.0,16628.17,4869.787,353.8357,0.0,29.998337,0.0,11940.102,143037.25,0.0,0.0,0.0,0.0,0.0
12223,2589759.8,0,0,0.0,61803.414,31.890915,0.0,23.34267,46.59852,0.0,6.658361,0.0,50.52925,5522214.0,66366.984,90349.72,0.0,3579363.8,0.0,975460.2,0.0,721359.44,3152265.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,41698.758,16620.387,2.316852,0.0,5.435639,0.0,0.0,0,0,0,0,0,0,0,0,0.6551121,0.0,0.0,107.79273,434.83685,0.0022751747,0.0,0.0,0.001969788,0.003929649,0.0040582605,22.049685,0.0,0.0,57046.414,6648.1333,155.51807,0.0,26.26439,0.0,85492.875,142254.62,0.0,2500463.0,0.0,4593281.0,4310615.5
1606,0.0,0,0,0.0,35451.61,85.082115,0.0,56.129074,90.09131,0.0,2.7373476,0.0,0.0,13024080.0,5369.861,509074.94,2719073.2,0.0,0.0,0.0,1125037.9,1643093.6,0.0,9964.785,0.0,0.0,770944.56,1329537.0,231749.58,0,0,0,0,0,0,21178.03,2077.911,1.7240102,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.40077075,0.38528657,11.45318,0.0,310.2936,0.0027540964,0.00048346128,0.001081985,0.0,0.0011186916,0.0008857319,33.68274,0.0,0.0,11773.952,4338.443,341.89847,0.0,23.279026,0.0,0.0,156290.06,0.0,0.0,0.0,1367585.9,0.0
1921,25498420.0,0,5,0.0,38523.85,217.21935,0.0,61.87235,122.323814,0.0,5.74192,128.0228,0.0,12305979.0,0.0,1809095.4,8601972.0,24837268.0,0.0,24664422.0,3863545.0,9238315.0,24825606.0,11393.536,0.0,0.0,597092.2,644565.8,408243.1,0,0,0,0,0,0,18774.924,1142.101,0.0,139.2346,50.63418,26.509483,0.0,0,0,0,0,0,0,0,0,0.29976225,81.031044,24.804375,141.56169,438.33664,0.0006282406,0.0012289437,0.0011703981,0.0,0.0008955273,0.0002956316,24.429058,397.70966,0.0,10741.008,4398.925,196.7266,0.0,25.404549,0.0,0.0,159523.48,30081.453,24358296.0,0.0,29032900.0,25995186.0
8012,3099557.0,0,0,0.0,59523.152,68.530914,0.0,30.57917,63.342537,0.0,6.2295055,2.93363,13.832816,5536100.0,58367.11,226271.05,234069.64,3300479.5,0.0,160571.47,0.0,746165.7,2624163.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,37486.6,14712.583,2.3994951,113.4474,8.896372,0.0,0.0,0,0,0,0,0,0,0,0,0.7081463,0.0,0.0,102.43086,359.1391,0.0027383233,0.0,0.0,0.0013844888,0.0028385888,0.00423091,24.548937,0.0,0.0,51479.137,6739.0303,148.13554,0.0,24.777666,0.0,82590.06,102147.11,0.0,2464584.2,0.0,4195751.0,3373490.2
1627,0.0,0,0,0.0,31600.201,71.95002,0.0,52.502506,89.1052,0.0,1.6263807,0.0,0.0,12061878.0,293523.9,294624.03,1657851.6,0.0,0.0,0.0,953967.3,361318.28,0.0,1982.0549,0.0,0.0,689456.44,1061563.4,84946.52,0,0,0,0,0,0,300393.0,7174.284,1.1870111,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.43276513,0.0,14.21268,0.0,375.90836,0.0027020618,0.0,0.0,0.0,0.0005750978,0.0008230216,34.15948,0.0,0.0,16533.047,4738.1953,346.58612,0.0,27.997849,0.0,3970.609,148329.52,0.0,0.0,0.0,0.0,0.0
2635,0.0,0,18,0.0,73020.89,140.32126,0.0,63.71549,102.999275,1475.2959,3.2418766,498.59647,655.5307,4222081.0,19581.197,0.0,0.0,0.0,0.0,0.0,24253.4,0.0,0.0,455101.47,0.0,0.0,581699.0,0.0,0.0,0,0,0,0,0,0,25460.156,0.0,0.22510906,1722.3013,469.6706,738.35504,598467.9,0,0,0,0,0,0,0,0,0.8783058,545.5642,0.0,671.164,304.79703,0.0023288224,0.0,0.0,0.00022741227,0.0005859208,0.0027931936,19.518717,0.0,0.0,56941.8,6531.997,259.0749,2.5560791,22.27068,0.0,7956.744,173079.12,0.0,0.0,0.0,0.0,0.0
2275,47977030.0,0,13,0.0,49690.426,287.6917,0.0,84.6015,154.1493,1260.5624,5.3159804,553.65985,457.71353,11338028.0,0.0,3046116.0,13299267.0,47586224.0,0.0,49233844.0,6599961.5,15214459.0,47259348.0,266031.0,0.0,0.0,321537.4,0.0,380693.0,0,0,0,0,0,0,17016.766,0.0,0.0,1406.787,273.55618,452.20367,0.0,0,0,0,0,0,0,0,0,0.36485094,338.67673,28.136095,635.7951,473.22244,0.0,0.0017830475,0.00243458,0.0,0.0,0.0,21.304085,0.0,0.0,28552.908,4747.5654,68.68031,0.0,27.420284,0.0,0.0,203681.22,0.0,47467468.0,471166.94,51805410.0,49819340.0
13244,2199591.8,0,0,0.0,63036.38,19.125847,0.0,19.840021,42.090458,0.0,6.8125796,0.0,44.29352,5517072.0,67377.766,117518.625,0.0,3327249.5,0.0,672547.7,0.0,577716.9,3030331.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,43047.97,16265.8955,2.247052,0.0,3.2979977,0.0,0.0,0,0,0,0,0,0,0,0,0.64942235,0.0,0.0,99.46731,429.40256,0.0021865936,0.0,0.0,0.0017476984,0.003985091,0.0036642144,21.182613,0.0,0.0,56652.02,6467.9434,143.2063,0.0,26.531301,0.0,83171.18,154532.27,0.0,2389783.0,0.0,4529569.5,4117282.0
1151,35492652.0,0,0,262.88385,33846.797,253.14583,0.0,51.051205,111.55249,1680.7523,2.5655007,641.13995,709.1165,0.0,24384.795,3753590.5,8985186.0,37358052.0,215931.97,33902750.0,7323000.0,15649734.0,38429650.0,500859.94,28088910.0,2619559.8,12769289.0,33207710.0,0.0,0,0,0,0,0,16,37323.387,486.7408,1.4741735,1607.772,443.34192,671.7386,219771.02,0,0,0,0,0,0,0,0,0.86254674,457.88437,21.278372,685.89233,283.30902,0.00091249845,0.0006654777,0.0,0.0037717086,0.002474859,0.0016029985,47.555996,0.0,0.0,56833.844,3098.9382,297.40057,0.0,21.7865,0.0,0.0,49736.004,0.0,36878800.0,0.0,33733904.0,37624384.0
